GeneID,GeneName,Log2FC_Y_VS_N
ENSG00000269107,AC092329.1,0.006665525
ENSG00000105254,TBCB,0.006662952
ENSG00000161016,RPL8,0.006662495
ENSG00000283341,AC068205.2,0.006656165
ENSG00000188895,MSL1,0.00665521
ENSG00000116212,LRRC42,0.00665425
ENSG00000023330,ALAS1,0.006649298
ENSG00000198919,DZIP3,0.006639047
ENSG00000273015,AC008124.1,0.006636121
ENSG00000268912,AC012313.5,0.006635621
ENSG00000232133,IMPDH1P10,0.00663497
ENSG00000146918,NCAPG2,0.006630611
ENSG00000210196,MT-TP,0.006629843
ENSG00000291092,,0.006622531
ENSG00000134644,PUM1,0.006611149
ENSG00000121680,PEX16,0.00661096
ENSG00000099999,RNF215,0.006608248
ENSG00000110171,TRIM3,0.006607959
ENSG00000178149,DALRD3,0.006607177
ENSG00000286271,AC008945.2,0.00660096
ENSG00000108010,GLRX3,0.006597339
ENSG00000228830,AL160408.2,0.006592483
ENSG00000171813,PWWP2B,0.006586308
ENSG00000237718,AC009095.1,0.006584966
ENSG00000135930,EIF4E2,0.006578367
ENSG00000114209,PDCD10,0.006571116
ENSG00000272146,ARF4-AS1,0.00656814
ENSG00000253618,GRPEL2-AS1,0.006567705
ENSG00000241489,AC244197.3,0.006560899
ENSG00000148690,FRA10AC1,0.006553769
ENSG00000162419,GMEB1,0.006550573
ENSG00000286389,AL731702.1,0.006550403
ENSG00000176473,WDR25,0.006546366
ENSG00000117036,ETV3,0.0065419
ENSG00000167670,CHAF1A,0.006540525
ENSG00000249685,AC079921.2,0.006535381
ENSG00000267858,MZF1-AS1,0.006534922
ENSG00000145041,DCAF1,0.006530622
ENSG00000115652,UXS1,0.006506055
ENSG00000166326,TRIM44,0.006505935
ENSG00000267561,AC093155.3,0.006501399
ENSG00000128886,ELL3,0.00649326
ENSG00000291035,,0.006489098
ENSG00000225272,AL451074.2,0.006467448
ENSG00000119655,NPC2,0.006458677
ENSG00000180245,RRH,0.006455285
ENSG00000112339,HBS1L,0.006444283
ENSG00000266931,AC092651.1,0.006444225
ENSG00000136861,CDK5RAP2,0.006442062
ENSG00000274012,RN7SL2,0.00642876
ENSG00000282885,AL627171.2,0.00642785
ENSG00000118600,RXYLT1,0.006427181
ENSG00000260413,AC025279.2,0.006426977
ENSG00000254741,AC067930.1,0.006424452
ENSG00000134463,ECHDC3,0.006413823
ENSG00000165244,ZNF367,0.006412841
ENSG00000152117,SMPD4BP,0.006409945
ENSG00000242247,ARFGAP3,0.006397594
ENSG00000225751,AC087501.1,0.006397298
ENSG00000158552,ZFAND2B,0.006390821
ENSG00000100983,GSS,0.006387922
ENSG00000284685,AC009093.10,0.006381929
ENSG00000280670,CCDC163,0.006380131
ENSG00000274529,SEBOX,0.006379283
ENSG00000170035,UBE2E3,0.006370316
ENSG00000180822,PSMG4,0.00636891
ENSG00000270072,AC090559.2,0.006368664
ENSG00000076382,SPAG5,0.006363415
ENSG00000197021,EOLA2,0.006361883
ENSG00000168496,FEN1,0.006351046
ENSG00000224967,AC009303.1,0.006332198
ENSG00000254363,AC011379.2,0.006331399
ENSG00000225364,ATP6V0E1P1,0.006329508
ENSG00000224738,AC099850.1,0.006325636
ENSG00000163155,LYSMD1,0.006322746
ENSG00000100373,UPK3A,0.006301668
ENSG00000239039,SNORD13,0.006289076
ENSG00000011295,TTC19,0.006284643
ENSG00000176101,SSNA1,0.006283604
ENSG00000153094,BCL2L11,0.006281348
ENSG00000286207,AC012443.2,0.006276338
ENSG00000185324,CDK10,0.006267186
ENSG00000067082,KLF6,0.006263654
ENSG00000123416,TUBA1B,0.006252755
ENSG00000254362,AC011726.2,0.006241659
ENSG00000177868,SVBP,0.006240945
ENSG00000227124,ZNF717,0.006240547
ENSG00000259364,AC013356.3,0.00623695
ENSG00000247728,AC091057.2,0.006229371
ENSG00000113141,IK,0.006225082
ENSG00000240005,STIM2-AS1,0.00622351
ENSG00000258455,AL158801.3,0.006223414
ENSG00000286360,AC107081.3,0.006208031
ENSG00000012211,PRICKLE3,0.006201766
ENSG00000252503,RNU6-531P,0.006198107
ENSG00000286224,AP000471.1,0.006197301
ENSG00000285382,FO393400.1,0.006191632
ENSG00000261596,AC005632.3,0.006190091
ENSG00000100129,EIF3L,0.006185704
ENSG00000172940,SLC22A13,0.006181334
ENSG00000138131,LOXL4,0.006179821
ENSG00000281593,AC006978.2,0.006175108
ENSG00000213337,ANKRD39,0.006172764
ENSG00000108799,EZH1,0.006172637
ENSG00000168237,GLYCTK,0.0061476
ENSG00000236670,KRT18P5,0.006144822
ENSG00000100294,MCAT,0.006144685
ENSG00000100385,IL2RB,0.006142179
ENSG00000256569,AC069234.3,0.006141777
ENSG00000160799,CCDC12,0.006139484
ENSG00000135362,PRR5L,0.006139204
ENSG00000284428,AC092329.4,0.006133807
ENSG00000162073,PAQR4,0.006115256
ENSG00000119866,BCL11A,0.006108026
ENSG00000272149,AC112211.1,0.006105709
ENSG00000211752,TRBV27,0.006105678
ENSG00000213760,ATP6V1G2,0.006099871
ENSG00000188060,RAB42,0.00609791
ENSG00000204055,AL158151.1,0.006094729
ENSG00000103510,KAT8,0.00609362
ENSG00000227039,ITGB2-AS1,0.006078878
ENSG00000253133,AC009630.1,0.006078593
ENSG00000263766,AC025682.1,0.006076946
ENSG00000160917,CPSF4,0.006073509
ENSG00000255958,GABARAPL1-AS1,0.006070288
ENSG00000044446,PHKA2,0.006063261
ENSG00000065802,ASB1,0.006048814
ENSG00000137218,FRS3,0.006043953
ENSG00000223653,AL078459.1,0.006036089
ENSG00000221963,APOL6,0.006033306
ENSG00000113966,ARL6,0.006029325
ENSG00000224238,WARS2-IT1,0.00602888
ENSG00000201044,RNU6-268P,0.006023427
ENSG00000287202,AC008119.1,0.006012001
ENSG00000291149,,0.006011701
ENSG00000137817,PARP6,0.006005269
ENSG00000197670,AL157838.1,0.005999471
ENSG00000256862,PARP11-AS1,0.005986643
ENSG00000161980,POLR3K,0.005985908
ENSG00000289525,,0.00597763
ENSG00000074696,HACD3,0.005968814
ENSG00000272742,AC135457.1,0.005966944
ENSG00000135093,USP30,0.005965904
ENSG00000249319,AC068533.4,0.005964261
ENSG00000266017,MIR4477B,0.005962326
ENSG00000119392,GLE1,0.005959134
ENSG00000213839,TMX2P1,0.005957812
ENSG00000143493,INTS7,0.005947185
ENSG00000010219,DYRK4,0.005927774
ENSG00000124789,NUP153,0.005920302
ENSG00000197599,CCDC154,0.00591525
ENSG00000138439,FAM117B,0.005915084
ENSG00000185482,STAC3,0.005912248
ENSG00000275111,ZNF2,0.005909412
ENSG00000084764,MAPRE3,0.005898646
ENSG00000259377,AC026770.1,0.005895387
ENSG00000196449,YRDC,0.005894508
ENSG00000112306,RPS12,0.005894108
ENSG00000132680,KHDC4,0.005893665
ENSG00000102181,CD99L2,0.005890856
ENSG00000275055,AC011468.5,0.005884929
ENSG00000283822,MIR639,0.005884228
ENSG00000143450,OAZ3,0.005879313
ENSG00000243686,RPLP1P11,0.005869621
ENSG00000177738,AC025171.1,0.005859524
ENSG00000213397,HAUS7,0.005853019
ENSG00000164442,CITED2,0.005825235
ENSG00000228302,AL512770.1,0.005823591
ENSG00000279519,AC007382.1,0.005819155
ENSG00000145386,CCNA2,0.005816781
ENSG00000144741,SLC25A26,0.005811779
ENSG00000158457,TSPAN33,0.005804553
ENSG00000265261,AC027575.1,0.005797437
ENSG00000279464,AC096720.2,0.005796415
ENSG00000198168,SVIP,0.005784815
ENSG00000228852,AC092802.2,0.005777091
ENSG00000133639,BTG1,0.005771484
ENSG00000148358,GPR107,0.005768289
ENSG00000254900,AC091053.2,0.00576444
ENSG00000151746,BICD1,0.005756589
ENSG00000102606,ARHGEF7,0.005747444
ENSG00000053524,MCF2L2,0.005738371
ENSG00000261529,AC100774.1,0.005738288
ENSG00000099974,DDTL,0.005735171
ENSG00000186660,ZFP91,0.005729224
ENSG00000164002,EXO5,0.005728311
ENSG00000168884,TNIP2,0.005724342
ENSG00000182732,RGS6,0.005723994
ENSG00000183808,RBM12B,0.005718015
ENSG00000283103,AC010642.2,0.005717676
ENSG00000088682,COQ9,0.005693404
ENSG00000179588,ZFPM1,0.005683685
ENSG00000135637,CCDC142,0.00566665
ENSG00000289695,,0.005664844
ENSG00000274184,AC011815.2,0.005656652
ENSG00000196123,KIAA0895L,0.005650111
ENSG00000065600,PACC1,0.005640997
ENSG00000189339,SLC35E2B,0.00563946
ENSG00000169599,NFU1,0.005638387
ENSG00000160993,ALKBH4,0.005633932
ENSG00000168298,H1-4,0.00563223
ENSG00000185627,PSMD13,0.005629943
ENSG00000117602,RCAN3,0.005629343
ENSG00000235419,AC010149.1,0.005628715
ENSG00000088179,PTPN4,0.005626943
ENSG00000167633,KIR3DL1,0.00561834
ENSG00000132205,EMILIN2,0.005616754
ENSG00000170185,USP38,0.005613744
ENSG00000180539,C9orf139,0.005610916
ENSG00000119514,GALNT12,0.005609631
ENSG00000241058,NSUN6,0.005603629
ENSG00000101082,SLA2,0.005602346
ENSG00000132467,UTP3,0.005600103
ENSG00000279457,WASH9P,0.005598527
ENSG00000048740,CELF2,0.005597205
ENSG00000273544,SNORA44,0.005595798
ENSG00000207368,Y_RNA,0.005595546
ENSG00000111371,SLC38A1,0.005589199
ENSG00000136238,RAC1,0.005588838
ENSG00000232634,NEFLP1,0.005583325
ENSG00000232613,LINC02576,0.00557778
ENSG00000181938,GINS3,0.005570686
ENSG00000259657,PIGHP1,0.005558554
ENSG00000070476,ZXDC,0.005557337
ENSG00000073803,MAP3K13,0.005555149
ENSG00000288635,AC106873.8,0.005547724
ENSG00000146966,DENND2A,0.005546148
ENSG00000120697,ALG5,0.005544105
ENSG00000248213,CICP16,0.005537383
ENSG00000184208,C22orf46,0.005536289
ENSG00000128694,OSGEPL1,0.005529269
ENSG00000286488,AC103858.3,0.005526539
ENSG00000109180,OCIAD1,0.005524976
ENSG00000100938,GMPR2,0.005523054
ENSG00000204264,PSMB8,0.005511873
ENSG00000254325,AC018607.1,0.005504159
ENSG00000184162,NR2C2AP,0.005500977
ENSG00000109929,SC5D,0.005500791
ENSG00000188211,NCR3LG1,0.005488761
ENSG00000227032,RPS2P36,0.005487498
ENSG00000261242,AL136038.3,0.005479014
ENSG00000268030,AC005253.1,0.005472912
ENSG00000156304,SCAF4,0.005467571
ENSG00000164331,ANKRA2,0.005464722
ENSG00000261659,Z92544.1,0.005461909
ENSG00000255526,NEDD8-MDP1,0.005458012
ENSG00000178996,SNX18,0.005455987
ENSG00000026652,AGPAT4,0.005445812
ENSG00000239670,AL355864.2,0.005445075
ENSG00000164466,SFXN1,0.005437887
ENSG00000169180,XPO6,0.005436018
ENSG00000163481,RNF25,0.005430324
ENSG00000260495,AC009148.1,0.00542248
ENSG00000137103,TMEM8B,0.005418647
ENSG00000254909,AP003392.2,0.005416045
ENSG00000159921,GNE,0.005409634
ENSG00000176049,JAKMIP2,0.005397529
ENSG00000276250,AC127024.6,0.005386115
ENSG00000111678,C12orf57,0.005383375
ENSG00000142556,ZNF614,0.00537829
ENSG00000107371,EXOSC3,0.005368203
ENSG00000072864,NDE1,0.005364074
ENSG00000124151,NCOA3,0.005358247
ENSG00000267649,AC010327.5,0.005356324
ENSG00000025423,HSD17B6,0.005353943
ENSG00000275395,FCGBP,0.005348094
ENSG00000183019,MCEMP1,0.005336191
ENSG00000263072,ZNF213-AS1,0.005333017
ENSG00000288838,,0.005314966
ENSG00000165943,MOAP1,0.005314804
ENSG00000257579,AC007540.1,0.005309567
ENSG00000241269,AC093620.1,0.00528459
ENSG00000259112,NDUFC2-KCTD14,0.005283861
ENSG00000230487,PSMG3-AS1,0.005282777
ENSG00000020181,ADGRA2,0.005278523
ENSG00000053372,MRTO4,0.005274529
ENSG00000167747,C19orf48,0.00526654
ENSG00000275371,AC012645.4,0.005264248
ENSG00000197102,DYNC1H1,0.005261738
ENSG00000007129,CEACAM21,0.00526118
ENSG00000173611,SCAI,0.005248561
ENSG00000141086,CTRL,0.005242312
ENSG00000282386,AL358472.4,0.005242122
ENSG00000135902,CHRND,0.005222475
ENSG00000139793,MBNL2,0.005220647
ENSG00000004455,AK2,0.005217337
ENSG00000139631,CSAD,0.005216816
ENSG00000230604,TSEN15P2,0.005210526
ENSG00000264513,AC006270.1,0.005206077
ENSG00000101977,MCF2,0.005199949
ENSG00000186260,MRTFB,0.005199552
ENSG00000235863,B3GALT4,0.005193926
ENSG00000287037,AC097709.1,0.005186146
ENSG00000162852,CNST,0.005181962
ENSG00000281371,INE2,0.005177078
ENSG00000133985,TTC9,0.005176136
ENSG00000214190,RNF152P1,0.005175915
ENSG00000198056,PRIM1,0.005173605
ENSG00000183049,CAMK1D,0.005172784
ENSG00000111640,GAPDH,0.0051707
ENSG00000175087,PDIK1L,0.005153886
ENSG00000270433,H3P37,0.005133202
ENSG00000240875,LINC00886,0.005127656
ENSG00000244563,RPS26P19,0.005123199
ENSG00000214407,LINC02085,0.005115584
ENSG00000082014,SMARCD3,0.005113688
ENSG00000290104,,0.005110041
ENSG00000257831,AL136418.1,0.005108953
ENSG00000270075,AL162742.1,0.005101184
ENSG00000220008,LINGO3,0.005090505
ENSG00000188917,TRMT2B,0.00508559
ENSG00000272140,AC022400.4,0.005083805
ENSG00000116138,DNAJC16,0.005076273
ENSG00000163913,IFT122,0.005072812
ENSG00000121073,SLC35B1,0.005065807
ENSG00000152464,RPP38,0.00505165
ENSG00000205583,STAG3L1,0.005050108
ENSG00000248932,AC046134.2,0.005037599
ENSG00000263575,MIR4665,0.005029942
ENSG00000225975,LINC01534,0.005029402
ENSG00000273619,AL121832.2,0.005028621
ENSG00000235505,CASP4LP,0.005027289
ENSG00000160213,CSTB,0.005006413
ENSG00000270390,SFXN4P1,0.005004689
ENSG00000103489,XYLT1,0.005001478
ENSG00000165879,FRAT1,0.004996685
ENSG00000171132,PRKCE,0.004982395
ENSG00000273275,AC017083.2,0.004976585
ENSG00000221971,TTC4P1,0.004975606
ENSG00000134597,RBMX2,0.00497513
ENSG00000249978,TRGV7,0.004971792
ENSG00000254528,AP000757.1,0.004971718
ENSG00000260145,AC023825.2,0.004955332
ENSG00000285651,AL450992.2,0.004948277
ENSG00000167614,TTYH1,0.004948026
ENSG00000171611,PTCRA,0.004946131
ENSG00000207166,SNORA68,0.004920889
ENSG00000084623,EIF3I,0.004915306
ENSG00000075945,KIFAP3,0.00491285
ENSG00000113621,TXNDC15,0.004907768
ENSG00000162298,SYVN1,0.004905935
ENSG00000259972,AC009120.2,0.004888158
ENSG00000276931,AC009041.3,0.004869158
ENSG00000182648,LINC01006,0.004866668
ENSG00000099977,DDT,0.004865964
ENSG00000125868,DSTN,0.004863153
ENSG00000227543,SPAG5-AS1,0.00484787
ENSG00000289750,,0.004841272
ENSG00000287348,AC099535.2,0.004839549
ENSG00000265287,AC005726.4,0.004821795
ENSG00000109171,SLAIN2,0.004815309
ENSG00000205078,SYCE1L,0.004805475
ENSG00000233355,CHRM3-AS2,0.004804867
ENSG00000130517,PGPEP1,0.004804361
ENSG00000163479,SSR2,0.004799605
ENSG00000247121,AC009126.1,0.004799509
ENSG00000288973,,0.00479925
ENSG00000185864,NPIPB4,0.004798422
ENSG00000105679,GAPDHS,0.004789333
ENSG00000198932,GPRASP1,0.004787094
ENSG00000256100,AP000721.1,0.00478418
ENSG00000163702,IL17RC,0.004777808
ENSG00000230424,EMC1-AS1,0.004776512
ENSG00000150403,TMCO3,0.004771012
ENSG00000154485,MMP21,0.004765656
ENSG00000132334,PTPRE,0.004746362
ENSG00000198860,TSEN15,0.004727851
ENSG00000131626,PPFIA1,0.004727228
ENSG00000277548,AC018926.3,0.004719321
ENSG00000176563,CNTD1,0.004717649
ENSG00000157617,C2CD2,0.004716233
ENSG00000124535,WRNIP1,0.004711601
ENSG00000233154,LINC01762,0.00470335
ENSG00000261687,AC068724.1,0.00470259
ENSG00000038274,MAT2B,0.004701573
ENSG00000268533,AC003002.2,0.00469087
ENSG00000134574,DDB2,0.004677489
ENSG00000169629,RGPD8,0.004677164
ENSG00000070081,NUCB2,0.004669731
ENSG00000261799,AC007406.4,0.004666357
ENSG00000276070,CCL4L2,0.004661307
ENSG00000004660,CAMKK1,0.004653131
ENSG00000173889,PHC3,0.004652257
ENSG00000177971,IMP3,0.004640924
ENSG00000142252,GEMIN7,0.004640017
ENSG00000269044,AC024075.2,0.004639567
ENSG00000095787,WAC,0.004638866
ENSG00000187105,HEATR4,0.004631898
ENSG00000275481,AC025031.4,0.004629635
ENSG00000114956,DGUOK,0.004621736
ENSG00000123810,B9D2,0.004619488
ENSG00000242531,AC083798.1,0.004615079
ENSG00000237382,RPL21P121,0.004604663
ENSG00000255104,AC005324.3,0.004603352
ENSG00000226174,TEX22,0.004601763
ENSG00000163877,SNIP1,0.00458865
ENSG00000233901,LINC01503,0.004584384
ENSG00000110665,C11orf21,0.00458074
ENSG00000154945,ANKRD40,0.004580581
ENSG00000106028,SSBP1,0.004564926
ENSG00000115446,UNC50,0.004540887
ENSG00000133943,DGLUCY,0.004530407
ENSG00000146007,ZMAT2,0.004527777
ENSG00000084090,STARD7,0.004521926
ENSG00000260630,SNAI3-AS1,0.004521487
ENSG00000282961,PRNCR1,0.004520468
ENSG00000275559,AL137060.5,0.004519101
ENSG00000229832,AL360091.1,0.004509338
ENSG00000265490,AP001178.2,0.004499872
ENSG00000100596,SPTLC2,0.004499684
ENSG00000198042,MAK16,0.004491478
ENSG00000146833,TRIM4,0.004488165
ENSG00000176340,COX8A,0.004483493
ENSG00000264546,AC008026.3,0.004480402
ENSG00000271853,AL162258.1,0.004479178
ENSG00000065882,TBC1D1,0.00446791
ENSG00000205659,LIN52,0.004463395
ENSG00000268401,AC007785.3,0.004462251
ENSG00000100211,CBY1,0.004457446
ENSG00000273192,AL671710.1,0.004453981
ENSG00000283128,AC009403.2,0.004450516
ENSG00000267159,AC005379.1,0.004446491
ENSG00000133134,BEX2,0.004426416
ENSG00000289613,,0.004414128
ENSG00000251131,AC025171.3,0.004413799
ENSG00000260808,AP003096.1,0.004402063
ENSG00000124357,NAGK,0.004395404
ENSG00000264443,NCMAP-DT,0.004394972
ENSG00000231047,GCNT1P3,0.004381606
ENSG00000197162,ZNF785,0.004380076
ENSG00000280035,AC011676.5,0.004372793
ENSG00000046647,GEMIN8,0.004363908
ENSG00000114503,NCBP2,0.004359063
ENSG00000130803,ZNF317,0.004350645
ENSG00000280064,AC130304.1,0.004348124
ENSG00000156136,DCK,0.004345195
ENSG00000169239,CA5B,0.004339361
ENSG00000285725,AC004967.2,0.004333002
ENSG00000289511,,0.004331473
ENSG00000246575,AC093162.1,0.004328829
ENSG00000183826,BTBD9,0.004324274
ENSG00000164199,ADGRV1,0.004316871
ENSG00000180694,TMEM64,0.004304049
ENSG00000234420,ZNF37BP,0.004299955
ENSG00000204634,TBC1D8,0.004294281
ENSG00000111206,FOXM1,0.004291238
ENSG00000010404,IDS,0.004280735
ENSG00000120910,PPP3CC,0.004274532
ENSG00000267554,AC015911.7,0.004267165
ENSG00000290461,,0.004260997
ENSG00000224165,DNAJC27-AS1,0.00426089
ENSG00000135334,AKIRIN2,0.004259785
ENSG00000243335,KCTD7,0.004251683
ENSG00000286194,AC138207.9,0.004250757
ENSG00000049246,PER3,0.004248631
ENSG00000207042,RNU6-196P,0.00423216
ENSG00000225187,AC073283.1,0.00422164
ENSG00000172932,ANKRD13D,0.004204719
ENSG00000167711,SERPINF2,0.004202964
ENSG00000138050,THUMPD2,0.004193565
ENSG00000242999,RN7SL239P,0.004191246
ENSG00000105507,CABP5,0.004182604
ENSG00000172594,SMPDL3A,0.004179637
ENSG00000282915,AC091769.1,0.0041655
ENSG00000214331,AC009053.1,0.004159623
ENSG00000176153,GPX2,0.004152535
ENSG00000181004,BBS12,0.004147856
ENSG00000168329,CX3CR1,0.004141835
ENSG00000234511,C5orf58,0.00413361
ENSG00000240553,AL031428.1,0.004124852
ENSG00000165675,ENOX2,0.004119557
ENSG00000100453,GZMB,0.004114989
ENSG00000210144,MT-TY,0.004113954
ENSG00000229956,ZRANB2-AS2,0.004113873
ENSG00000164244,PRRC1,0.00411384
ENSG00000167513,CDT1,0.004113144
ENSG00000206562,METTL6,0.004101417
ENSG00000269556,TMEM185A,0.004099588
ENSG00000157483,MYO1E,0.00409954
ENSG00000185000,DGAT1,0.004097645
ENSG00000257285,AL132780.1,0.00409504
ENSG00000278383,AL031673.1,0.004092265
ENSG00000109519,GRPEL1,0.004085238
ENSG00000109971,HSPA8,0.004084126
ENSG00000101019,UQCC1,0.004072628
ENSG00000163870,TPRA1,0.004063498
ENSG00000231365,WARS2-AS1,0.004062078
ENSG00000173153,ESRRA,0.004055775
ENSG00000188056,TREML4,0.004044909
ENSG00000167483,NIBAN3,0.004041278
ENSG00000109320,NFKB1,0.004039735
ENSG00000275582,AL031670.1,0.004036919
ENSG00000235316,DUSP8P5,0.004027039
ENSG00000104763,ASAH1,0.004019242
ENSG00000224563,LPP-AS1,0.004015116
ENSG00000139579,NABP2,0.004013745
ENSG00000273245,AC092653.1,0.004012045
ENSG00000148450,MSRB2,0.00400795
ENSG00000180189,HMGB1P14,0.004007892
ENSG00000260517,AC009093.2,0.004006515
ENSG00000241073,AC093019.2,0.004004818
ENSG00000170027,YWHAG,0.004001159
ENSG00000105127,AKAP8,0.003981979
ENSG00000243749,TMEM35B,0.003976068
ENSG00000247287,AL359220.1,0.003973778
ENSG00000169914,OTUD3,0.003969157
ENSG00000157890,MEGF11,0.003962923
ENSG00000072042,RDH11,0.003962673
ENSG00000271754,AL355802.3,0.003957929
ENSG00000198833,UBE2J1,0.003957479
ENSG00000271437,AL356423.1,0.003940517
ENSG00000227782,AC002553.1,0.003936842
ENSG00000110367,DDX6,0.003933622
ENSG00000104365,IKBKB,0.00392672
ENSG00000116984,MTR,0.00392638
ENSG00000289883,,0.003916731
ENSG00000175806,MSRA,0.003909958
ENSG00000130826,DKC1,0.003908062
ENSG00000233766,CAVIN2-AS1,0.003901913
ENSG00000232838,PET117,0.003889178
ENSG00000137809,ITGA11,0.003888224
ENSG00000147224,PRPS1,0.003884232
ENSG00000106624,AEBP1,0.003883727
ENSG00000183696,UPP1,0.003881454
ENSG00000101844,ATG4A,0.003878911
ENSG00000277589,AC244093.4,0.003875394
ENSG00000176542,USF3,0.003869253
ENSG00000130956,HABP4,0.003864166
ENSG00000230438,SERPINB9P1,0.003852711
ENSG00000287799,AC005014.4,0.003851017
ENSG00000160111,CPAMD8,0.003847258
ENSG00000272661,AC021097.1,0.00383853
ENSG00000196544,BORCS6,0.003837814
ENSG00000189077,TMEM120A,0.003837099
ENSG00000237972,TUBG1P,0.003825678
ENSG00000289756,,0.003823171
ENSG00000261560,AC007216.3,0.00382289
ENSG00000273329,AC078846.1,0.003811652
ENSG00000162496,DHRS3,0.003807031
ENSG00000103429,BFAR,0.003799754
ENSG00000100348,TXN2,0.003797843
ENSG00000103490,PYCARD,0.003794251
ENSG00000144233,AMMECR1L,0.003783375
ENSG00000101126,ADNP,0.00378082
ENSG00000185869,ZNF829,0.003774639
ENSG00000177932,ZNF354C,0.003771801
ENSG00000164300,SERINC5,0.003771616
ENSG00000260899,AC106886.2,0.003768405
ENSG00000143793,C1orf35,0.003767892
ENSG00000288965,,0.003765407
ENSG00000253924,AC103831.1,0.003763707
ENSG00000230673,PABPC1P3,0.003745317
ENSG00000288700,,0.003739511
ENSG00000102886,GDPD3,0.00373849
ENSG00000289360,,0.003736321
ENSG00000147437,GNRH1,0.0037348
ENSG00000221909,FAM200A,0.003729352
ENSG00000104671,DCTN6,0.003728206
ENSG00000267710,EDDM13,0.003715154
ENSG00000285827,AP001267.5,0.003707708
ENSG00000247324,AC010547.1,0.003706243
ENSG00000256500,AL139300.1,0.003699405
ENSG00000270429,KNOP1P2,0.003696737
ENSG00000128268,MGAT3,0.003695289
ENSG00000266111,AC068025.2,0.003688505
ENSG00000263986,AC087393.2,0.003680193
ENSG00000159556,ISL2,0.003636528
ENSG00000286236,AC018755.5,0.003633467
ENSG00000198590,C3orf35,0.003628359
ENSG00000178226,PRSS36,0.003627896
ENSG00000259079,AC005476.1,0.003627198
ENSG00000182220,ATP6AP2,0.003625601
ENSG00000290459,,0.003622535
ENSG00000274561,AC005332.3,0.003619965
ENSG00000127364,TAS2R4,0.003602958
ENSG00000151090,THRB,0.00359724
ENSG00000261338,AC021016.1,0.003596672
ENSG00000290574,,0.003596614
ENSG00000196636,SDHAF3,0.0035952
ENSG00000102897,LYRM1,0.003591814
ENSG00000268970,AC022150.2,0.003586639
ENSG00000130595,TNNT3,0.003579611
ENSG00000247400,DNAJC3-DT,0.003568388
ENSG00000102309,PIN4,0.00356822
ENSG00000272446,AL158850.1,0.003564986
ENSG00000088356,PDRG1,0.003562181
ENSG00000287322,AC068189.2,0.003549146
ENSG00000163291,PAQR3,0.003548129
ENSG00000239964,RN7SL748P,0.003547937
ENSG00000237489,C10orf143,0.003546064
ENSG00000132207,SLX1A,0.003545787
ENSG00000122223,CD244,0.00354456
ENSG00000255872,AL138752.2,0.003537227
ENSG00000068024,HDAC4,0.003532082
ENSG00000275714,H3C1,0.003529215
ENSG00000186446,ZNF501,0.003527096
ENSG00000081791,DELE1,0.003520754
ENSG00000118557,PMFBP1,0.003520128
ENSG00000288934,,0.003519989
ENSG00000155008,APOOL,0.00351573
ENSG00000155827,RNF20,0.003504311
ENSG00000135723,FHOD1,0.003488908
ENSG00000116560,SFPQ,0.003487013
ENSG00000291077,,0.003486771
ENSG00000271550,BNIP3P11,0.003485966
ENSG00000258301,VASH1-AS1,0.003484735
ENSG00000124486,USP9X,0.003479337
ENSG00000279863,AC069547.1,0.003476735
ENSG00000266202,AC005697.1,0.003472396
ENSG00000236991,EDRF1-AS1,0.003462158
ENSG00000084754,HADHA,0.003460274
ENSG00000286320,AC108053.1,0.003458909
ENSG00000288961,,0.003454984
